Lead ID,Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes,Email 1 Valid,Email 2 Valid,Email,Email Domain,Phone 1 Valid,Phone 2 Valid,Phone,Website Domain,Company Lead Count,Data Completeness Score,Lead Quality,AI Industry,AI Company Type,AI Summary
432,432,C01C3E92BBdaaCB,Chris Petersen,Leslie,Williamson,Singleton-Miranda,4415233997 ext 620,15847929792 ext 743,george32@ramos-rangel.com,bgilmore@forbes-moreno.org,torres.com,Direct Traffic,Qualified,Fear hard college pull mean sister.,True,True,george32@ramos-rangel.com,ramos-rangel.com,True,True,4415233997 ext 620,torres.com,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry, company type, or business activities of Singleton-Miranda."
433,433,980e4037c28cCa8,Kelly Cervantes,Alvin,Glover,Ferguson-Case,7742731957 ext 485,7746374919 ext 0194,eshah@cowan.com,festrada@salinas.net,mann.com,Trade Show,New Lead,Return require space great consumer question herself.,True,True,eshah@cowan.com,cowan.com,True,True,7742731957 ext 485,mann.com,1,100.0,High,Unknown,Unknown,The company Ferguson-Case is a new lead sourced from a trade show with no specific industry or business operations information available.
434,434,94AB57ded8eEEEe,Colton Banks,Spencer,Simmons,Chang Ltd,0012042108363 ext 190,9967664308,kblair@reed-pacheco.com,collin14@ramirez.com,dominguez.com,Networking Event,New Lead,Window what feel central artist.,True,True,kblair@reed-pacheco.com,reed-pacheco.com,False,True,0012042108363 ext 190,dominguez.com,1,100.0,Medium,Unknown,Unknown,"The available information provides no details regarding the industry, operations, or business activities of Chang Ltd."
435,435,894E5fCD9127828,Misty Ellis,Alan,Hernandez,Osborne Group,0016456382056 ext 86089,7272970957,blozano@english.com,valenzuelanancy@harrell.com,ford-warren.com,Social Media,New Lead,Without military rate attention yeah.,True,True,blozano@english.com,english.com,False,True,0016456382056 ext 86089,ford-warren.com,1,100.0,Medium,Unknown,Unknown,There is insufficient information available regarding the operations or nature of Osborne Group.
436,436,Be9db0d5a0A6c97,Deborah Hoover,Hannah,Jennings,Case-Bass,3168907939 ext 41256,0019299294992 ext 1486,akoch@nielsen.net,jamie90@wilkinson.com,gomez-nguyen.com,Website Form,Re-Engagement,Husband leg ago affect present shoulder.,True,True,akoch@nielsen.net,nielsen.net,True,False,3168907939 ext 41256,gomez-nguyen.com,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type for Case-Bass.
437,437,BDAa24aBD0FaBd9,Martin Patterson,Oscar,Pearson,"Johnson, Cooley and Huff",0015676055966 ext 21555,3285428848 ext 1154,alejandro54@morrison.org,trujillolori@tyler.com,garza-adams.net,Retargeting Ads,On Hold,North Congress continue.,True,True,alejandro54@morrison.org,morrison.org,False,True,0015676055966 ext 21555,garza-adams.net,1,100.0,Medium,Unknown,Unknown,"There is insufficient information available to determine the industry or company type of Johnson, Cooley and Huff."
438,438,deBb1aeFcfc0258,Sheri Reeves,Yvette,Carney,"Rangel, Stone and Jordan",18826497031,5026648531,mackenzierowland@hampton.com,clarence73@porter.org,cervantes-snow.net,Chatbot,Contacted,Particular lead ability hold good behavior.,True,True,mackenzierowland@hampton.com,hampton.com,True,True,18826497031,cervantes-snow.net,1,100.0,High,Unknown,Unknown,"The lead was contacted through a chatbot, but the available information does not provide sufficient details to determine the company's industry or business model."
439,439,2CA5B46AA0EA7BB,Christina Perez,Tricia,Hines,Little-Powers,9605398047,19939101319 ext 17643,wyatt67@acosta-macias.com,gfields@barton.net,day-kelly.biz,Chatbot,Closed Won,Light always yes amount stuff.,True,True,wyatt67@acosta-macias.com,acosta-macias.com,True,False,9605398047,day-kelly.biz,1,100.0,High,Unknown,Unknown,Little-Powers is a business entity with no specific industry or company type information available in the provided notes.
440,440,80D03a2B2F0645C,Christina Copeland,Jeremy,Coleman,"Pham, Li and Wells",8615619737,2076776987 ext 1418,ortiztammie@carroll.com,velazquezscott@mcbride.com,patrick-simon.com,Purchased List,On Hold,Style instead name listen.,True,True,ortiztammie@carroll.com,carroll.com,True,True,8615619737,patrick-simon.com,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type for Pham, Li and Wells."
441,441,382aCB2a8c3Eb5e,Eddie Mendoza,Colton,Jennings,"Combs, Mcmahon and Woodard",5576175953 ext 083,6475200029 ext 2095,christina11@briggs.com,jeanette26@robles.info,copeland-fry.info,Social Media,Contacted,Recently fall where evidence toward.,True,True,christina11@briggs.com,briggs.com,True,True,5576175953 ext 083,copeland-fry.info,1,100.0,High,Unknown,Unknown,"There is insufficient information available regarding the company Combs, Mcmahon and Woodard to determine its industry or business type."
442,442,8D9dF0A5EFbc7b7,Courtney Johnson,Tom,Berg,Page LLC,14717403746,2853901747 ext 049,andrea97@brock.org,craiglandry@dennis.info,gonzales-arroyo.info,Podcast,Closed Lost,Avoid industry teacher total build such.,True,True,andrea97@brock.org,brock.org,True,True,14717403746,gonzales-arroyo.info,1,100.0,High,Unknown,Unknown,There is insufficient information provided to determine the industry or company type of Page LLC.
443,443,53bBceC25Cc69e1,Kaylee Raymond,Connor,Shaw,Spencer-Vasquez,2052099544,0018209128485 ext 488,kiddjerome@chandler-duncan.com,gabriela14@jimenez.biz,lawson.org,Cold Email,On Hold,He else item this actually thus than.,True,True,kiddjerome@chandler-duncan.com,chandler-duncan.com,True,False,2052099544,lawson.org,1,100.0,High,Unknown,Unknown,There is insufficient information provided to determine the industry or company type of Spencer-Vasquez.
444,444,C619cdd64F04AC1,Tony Hernandez,Pamela,Kim,Sparks and Sons,8818364940,6707544847 ext 7094,parkslindsey@finley.biz,jaclyn27@shields.com,kirk-gomez.com,Chatbot,Disqualified,All coach size after benefit part.,True,True,parkslindsey@finley.biz,finley.biz,True,True,8818364940,kirk-gomez.com,1,100.0,High,Unknown,Unknown,The available information regarding Sparks and Sons is insufficient to determine their industry or business type.
445,445,4d45dCcdD77e64A,Sophia Luna,Toni,Evans,"Barnett, Saunders and Bartlett",3835960666 ext 70571,4824785835,anadougherty@matthews.com,pwagner@martin.com,bradford-richards.org,Google Ads,Contacted,Add ever forget government job seek.,True,True,anadougherty@matthews.com,matthews.com,True,True,3835960666 ext 70571,bradford-richards.org,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type for Barnett, Saunders and Bartlett."
446,446,F5e6102CFbf78bD,Henry Walls,Pam,Walsh,"Sandoval, Bauer and Townsend",0016022972397 ext 22617,2029423053 ext 690,randallsavannah@arroyo-phelps.org,mmitchell@macdonald.info,boone.com,Content Marketing,New Lead,Add stage go number suddenly push.,True,True,randallsavannah@arroyo-phelps.org,arroyo-phelps.org,False,True,0016022972397 ext 22617,boone.com,1,100.0,Medium,Unknown,Unknown,"Sandoval, Bauer and Townsend is a new lead acquired through content marketing with no specific details provided regarding its industry or business operations."
447,447,64aDCB6d93FfbaC,Tricia Short,Robert,Lyons,Gillespie Ltd,9638405079,5232623219 ext 964,stuart72@long.org,ybean@ingram-snow.org,sullivan.com,Retargeting Ads,Closed Won,Citizen join close.,True,True,stuart72@long.org,long.org,True,True,9638405079,sullivan.com,1,100.0,High,Unknown,Unknown,"Gillespie Ltd is a business lead that has reached the Closed Won stage, though specific details regarding its industry and operations are not provided."
448,448,7Acc5b2efC2C90d,Wesley Horne,Bryan,Pollard,Curry Group,5794267972 ext 90274,9206793859 ext 3446,terryrachael@dillon.biz,vangjared@ritter.net,lawson.com,Google Ads,New Lead,Admit off they discover field.,True,True,terryrachael@dillon.biz,dillon.biz,True,True,5794267972 ext 90274,lawson.com,1,100.0,High,Unknown,Unknown,The Curry Group is a business lead sourced from Google Ads with insufficient information to determine its specific industry or company type.
449,449,fE5eFcE8e7a2B84,Omar Madden,Terrence,Moran,"Ray, Knapp and Tyler",2597239705 ext 567,0013257891046 ext 850,carl29@fitzpatrick.com,oford@wise.com,barton.net,Podcast,Disqualified,Spring happen middle free research way arm.,True,True,carl29@fitzpatrick.com,fitzpatrick.com,True,False,2597239705 ext 567,barton.net,1,100.0,High,Unknown,Unknown,The company information provided is insufficient to determine the industry or company type.
450,450,57fbfd6E374fD23,Julian Farley,Marissa,Hess,Sexton PLC,3249746694,4806118369 ext 395,jenna84@dudley.info,fgrimes@graves.net,zavala-gonzalez.info,Cold Email,New Lead,Plan figure west agent girl individual.,True,True,jenna84@dudley.info,dudley.info,True,True,3249746694,zavala-gonzalez.info,1,100.0,High,Unknown,Unknown,Sexton PLC is a company identified through a cold email lead with insufficient information to determine its specific industry or business type.
451,451,E87AfDC98ecc7d0,Chad Kelly,Jocelyn,Carrillo,"Norman, Shaffer and Hartman",8753398670 ext 43222,9076930446 ext 83498,dfoster@luna-johnson.com,swallace@ashley-tucker.com,green.org,Trade Show,Re-Engagement,Effect little better name point computer star.,True,True,dfoster@luna-johnson.com,luna-johnson.com,True,True,8753398670 ext 43222,green.org,1,100.0,High,Unknown,Unknown,"Norman, Shaffer and Hartman is a company currently in a re-engagement stage following a trade show encounter."
452,452,AB8c2eFCbc3a2e1,Sara Sampson,Gabriel,Flores,Pittman-Trevino,8105557004 ext 212,6585164470,villanuevahayden@orr.biz,marvin12@medina.info,pope.org,Webinars,Negotiation,Fill yeah write technology.,True,True,villanuevahayden@orr.biz,orr.biz,True,True,8105557004 ext 212,pope.org,1,100.0,High,Technology,Software,Pittman-Trevino is a technology-focused organization currently involved in business negotiations.
453,453,6b3A57b2BC6d441,Clinton Reid,Kylie,Pollard,Collier LLC,4965910141 ext 835,9925651804 ext 59470,madisonmata@crosby.info,chaveznicole@peck-sharp.com,gilbert.net,Retargeting Ads,New Lead,Near high far land stuff.,True,True,madisonmata@crosby.info,crosby.info,True,True,4965910141 ext 835,gilbert.net,1,100.0,High,Unknown,Unknown,Collier LLC is a new business lead sourced through retargeting ads with insufficient information available to determine its industry or company type.
454,454,880b4f705bAb2dA,Harry Powers,Erin,Casey,"Gilmore, Park and Woodward",0012589102909 ext 9557,8623417309,kenneth30@schmidt-saunders.com,terryroberts@villegas.biz,reyes-simpson.com,Partner Program,Proposal Sent,Ahead himself far others sign.,True,True,kenneth30@schmidt-saunders.com,schmidt-saunders.com,False,True,0012589102909 ext 9557,reyes-simpson.com,1,100.0,Medium,Unknown,Unknown,"Gilmore, Park and Woodward is a business lead currently in the proposal sent stage of the partner program."
455,455,e2cA4Aad2CCadfa,Julia Brandt,Melinda,Vasquez,"Gould, Liu and Cross",6624319480 ext 19666,3246617528,zhicks@wiley.com,seandowns@woodward-chandler.net,stout-harris.com,Google Ads,Closed Won,You company necessary.,True,True,zhicks@wiley.com,wiley.com,True,True,6624319480 ext 19666,stout-harris.com,1,100.0,High,Unknown,Unknown,"The company Gould, Liu and Cross is recorded as a closed won deal with no specific information available regarding its industry or business operations."
456,456,DF9b5AdEbB0d85c,Duane Chandler,Clarence,Aguirre,Hogan PLC,6837836390,17306310303 ext 81911,clarence24@werner-ortega.com,sandrabrandt@esparza-gould.com,chambers.com,Linkedin Outreach,Re-Engagement,Share until work edge others rule table.,True,True,clarence24@werner-ortega.com,werner-ortega.com,True,False,6837836390,chambers.com,1,100.0,High,Unknown,Unknown,The available information provides no details regarding the company's industry or business operations.
457,457,9b68940f0Ad0B0A,Martin Duffy,Drew,Mckinney,"Riley, Barry and Powell",7162157063 ext 56626,0019545032648 ext 02846,deleonglenda@mueller-clark.org,jo92@crane.com,summers.com,Webinars,Proposal Sent,Analysis society water citizen.,True,True,deleonglenda@mueller-clark.org,mueller-clark.org,True,False,7162157063 ext 56626,summers.com,1,100.0,High,Unknown,Unknown,"The company Riley, Barry and Powell was identified through webinars, but there is insufficient information to determine their industry or business model."
458,458,52f3ABc2bbdA20D,Ray Collier,Angel,Pierce,"Cook, Miller and English",9727943198 ext 7925,8682842803 ext 47634,sotophillip@ochoa-salas.com,waynecisneros@carpenter.com,bartlett.com,Referral,Proposal Sent,Story hospital improve claim beautiful ahead.,True,True,sotophillip@ochoa-salas.com,ochoa-salas.com,True,True,9727943198 ext 7925,bartlett.com,1,100.0,High,Healthcare,Unknown,The company is involved in a project related to hospital claims improvement.
459,459,175Eb1Cc41Dc3Fa,Brendan Beltran,Herbert,Browning,Gallegos-Murphy,17334941056 ext 4220,7364989026 ext 59289,mcdonaldkathleen@bell-glass.com,casey69@brewer.com,bowers.com,Organic Search (Seo),Closed Won,Station their person skin skin game need.,True,True,mcdonaldkathleen@bell-glass.com,bell-glass.com,True,True,17334941056 ext 4220,bowers.com,1,100.0,High,Unknown,Unknown,There is insufficient information provided to determine the industry or company type of Gallegos-Murphy.
460,460,f503E6Ac9E6cF95,Brady Rasmussen,Jade,Hess,"Vazquez, Burgess and Rubio",12278628430 ext 58216,3404957999,pedromcintyre@sutton-finley.biz,adam49@mcgee.com,hansen-hutchinson.net,Content Marketing,Qualified,Spring political but security total develop.,True,True,pedromcintyre@sutton-finley.biz,sutton-finley.biz,False,True,12278628430 ext 58216,hansen-hutchinson.net,1,100.0,Medium,Unknown,Unknown,"Vazquez, Burgess and Rubio is a company identified through content marketing with insufficient information provided to determine its specific industry or business operations."
461,461,e95Bf7e7EDc9344,Robyn Watts,Sydney,Boone,"Livingston, Fitzgerald and Duran",3293922868 ext 5954,14945438696,astokes@shepherd.com,michelleandersen@bowers-navarro.org,boyle-black.com,Purchased List,On Hold,Trip piece hand dark reveal like.,True,True,astokes@shepherd.com,shepherd.com,True,True,3293922868 ext 5954,boyle-black.com,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type for Livingston, Fitzgerald and Duran."
462,462,B85D9364fDD88Ab,Carol Harvey,Sheila,Barker,"Anthony, Whitney and Blanchard",4845746782,0014689441545,cantugloria@holden.com,diamondcamacho@dorsey.com,skinner.com,Cold Call,Re-Engagement,Money teach word what.,True,True,cantugloria@holden.com,holden.com,True,True,4845746782,skinner.com,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type for Anthony, Whitney and Blanchard."
463,463,EB9ffdc8cDc7A7f,Rick Perry,Grant,Hart,Pratt and Sons,4936335234 ext 34913,2452380525 ext 557,darindawson@bennett-ingram.org,byrdleslie@rivera-woodward.com,wood-mccoy.com,Facebook Ads,Negotiation,Across explain expect federal apply necessary production.,True,True,darindawson@bennett-ingram.org,bennett-ingram.org,True,True,4936335234 ext 34913,wood-mccoy.com,1,100.0,High,Unknown,Unknown,"Pratt and Sons is currently in the negotiation stage, though no specific industry or company type can be determined from the provided notes."
